,Municipality Name,Barangay Name,Population percentage (2020),Population (2020),Population (2015),Change (2015‑2020),Annual Population Growth Rate (2015‑2020),Postal Code,Coastal/Landlocked,Marine Waterbodies,Coordinates,Estimated Elevation above sea level
4,Bacolor,Calibutbut,26.42%,"12,701","12,048",5.42%,1.12%,2001,landlocked,none (landlocked),"15.1011, 120.6045 (15° 6' North, 120° 36' East)",65.1 meters (213.6 feet)
5,Bacolor,Concepcion,0.46%,223,160,39.38%,7.24%,2001,landlocked,none (landlocked),"15.0403, 120.6306 (15° 2' North, 120° 38' East)",29.2 meters (95.8 feet)
6,Bacolor,Dolores,1.51%,724,544,33.09%,6.20%,2001,landlocked,none (landlocked),"15.0616, 120.6317 (15° 4' North, 120° 38' East)",36.7 meters (120.4 feet)
7,Bacolor,Duat,0.74%,358,210,70.48%,11.88%,2001,landlocked,none (landlocked),"15.0390, 120.6153 (15° 2' North, 120° 37' East)",37.2 meters (122.0 feet)
8,Bacolor,Macabacle,2.08%,"1,001",780,28.33%,5.39%,2001,landlocked,none (landlocked),"15.0270, 120.6593 (15° 2' North, 120° 40' East)",13.7 meters (44.9 feet)
9,Bacolor,Magliman,5.12%,"2,461","2,156",14.15%,2.82%,2001,landlocked,none (landlocked),"15.0292, 120.6676 (15° 2' North, 120° 40' East)",10.1 meters (33.1 feet)
10,Bacolor,Maliwalu,2.99%,"1,438","1,203",19.53%,3.83%,2001,landlocked,none (landlocked),"15.0843, 120.6075 (15° 5' North, 120° 36' East)",53.7 meters (176.2 feet)
11,Bacolor,Mesalipit,0.16%,75,191,-60.73%,-17.86%,2001,landlocked,none (landlocked),"14.9901, 120.6863 (14° 59' North, 120° 41' East)",7.4 meters (24.3 feet)
12,Bacolor,Parulog,2.01%,967,656,47.41%,8.51%,2001,landlocked,none (landlocked),"15.0106, 120.6441 (15° 1' North, 120° 39' East)",15.6 meters (51.2 feet)
13,Bacolor,Potrero,1.67%,804,350,129.71%,19.13%,2001,landlocked,none (landlocked),"15.0525, 120.6084 (15° 3' North, 120° 37' East)",46.0 meters (150.9 feet)
14,Bacolor,San Antonio,2.56%,"1,231",747,64.79%,11.09%,2001,landlocked,none (landlocked),"15.0254, 120.6368 (15° 2' North, 120° 38' East)",20.2 meters (66.3 feet)
15,Bacolor,San Isidro,14.28%,"6,865","5,703",20.38%,3.98%,2001,landlocked,none (landlocked),"15.0374, 120.6461 (15° 2' North, 120° 39' East)",20.0 meters (65.6 feet)
16,Bacolor,San Vicente,6.04%,"2,905","2,643",9.91%,2.01%,2001,landlocked,none (landlocked),"15.0030, 120.6538 (15° 0' North, 120° 39' East)",13.7 meters (44.9 feet)
17,Bacolor,Santa Barbara,3.15%,"1,514","1,061",42.70%,7.77%,2001,landlocked,none (landlocked),"15.0167, 120.6303 (15° 1' North, 120° 38' East)",17.7 meters (58.1 feet)
18,Bacolor,Santa Ines,2.91%,"1,400","1,112",25.90%,4.97%,2001,landlocked,none (landlocked),"14.9949, 120.6552 (14° 60' North, 120° 39' East)",10.2 meters (33.5 feet)
19,Bacolor,Talba,0.35%,168,135,24.44%,4.71%,2001,landlocked,none (landlocked),"14.9823, 120.6774 (14° 59' North, 120° 41' East)",9.4 meters (30.8 feet)
20,Bacolor,Tinajero,5.27%,"2,532",955,165.13%,22.78%,2001,landlocked,none (landlocked),"14.9889, 120.6653 (14° 59' North, 120° 40' East)",10.5 meters (34.4 feet)
0,Candaba,Bahay Pare,10.18%,"12,159","11,179",8.77%,1.78%,2013,landlocked,none (landlocked),"15.0317, 120.8815 (15° 2' North, 120° 53' East)",16.0 meters (52.5 feet)
1,Candaba,Bambang,2.64%,"3,151","3,084",2.17%,0.45%,2013,landlocked,none (landlocked),"15.0825, 120.8147 (15° 5' North, 120° 49' East)",14.3 meters (46.9 feet)
2,Candaba,Barangca,1.80%,"2,148","1,895",13.35%,2.67%,2013,landlocked,none (landlocked),"15.1166, 120.9164 (15° 7' North, 120° 55' East)",12.3 meters (40.4 feet)
3,Candaba,Barit,2.30%,"2,743","2,163",26.81%,5.13%,2013,landlocked,none (landlocked),"15.0263, 120.8360 (15° 2' North, 120° 50' East)",11.7 meters (38.4 feet)
4,Candaba,Buas,1.35%,"1,609","1,797",-10.46%,-2.30%,2013,landlocked,none (landlocked),"15.0931, 120.8272 (15° 6' North, 120° 50' East)",12.8 meters (42.0 feet)
5,Candaba,Cuayang Bugtong,1.77%,"2,113","1,975",6.99%,1.43%,2013,landlocked,none (landlocked),"15.1943, 120.9256 (15° 12' North, 120° 56' East)",11.9 meters (39.0 feet)
6,Candaba,Dalayap,2.08%,"2,480","2,086",18.89%,3.71%,2013,landlocked,none (landlocked),"15.0158, 120.8656 (15° 1' North, 120° 52' East)",14.3 meters (46.9 feet)
7,Candaba,Dulong Ilog,4.01%,"4,790","4,532",5.69%,1.17%,2013,landlocked,none (landlocked),"15.0452, 120.8599 (15° 3' North, 120° 52' East)",12.2 meters (40.0 feet)
8,Candaba,Gulap,4.11%,"4,910","4,408",11.39%,2.30%,2013,landlocked,none (landlocked),"15.1019, 120.8193 (15° 6' North, 120° 49' East)",12.6 meters (41.3 feet)
9,Candaba,Lanang,2.81%,"3,352","3,326",0.78%,0.16%,2013,landlocked,none (landlocked),"15.1117, 120.8198 (15° 7' North, 120° 49' East)",12.4 meters (40.7 feet)
10,Candaba,Lourdes,2.35%,"2,809","2,474",13.54%,2.71%,2013,landlocked,none (landlocked),"15.1549, 120.9200 (15° 9' North, 120° 55' East)",13.8 meters (45.3 feet)
11,Candaba,Magumbali,2.02%,"2,414","2,166",11.45%,2.31%,2013,landlocked,none (landlocked),"15.1348, 120.9099 (15° 8' North, 120° 55' East)",12.1 meters (39.7 feet)
12,Candaba,Mandasig,4.05%,"4,837","4,891",-1.10%,-0.23%,2013,landlocked,none (landlocked),"15.0746, 120.8145 (15° 4' North, 120° 49' East)",13.6 meters (44.6 feet)
13,Candaba,Mandili,4.57%,"5,462","5,136",6.35%,1.30%,2013,landlocked,none (landlocked),"15.1682, 120.9182 (15° 10' North, 120° 55' East)",14.6 meters (47.9 feet)
14,Candaba,Mangga,3.38%,"4,037","3,322",21.52%,4.19%,2013,landlocked,none (landlocked),"15.0168, 120.8712 (15° 1' North, 120° 52' East)",14.3 meters (46.9 feet)
15,Candaba,Mapaniqui,4.51%,"5,395","4,836",11.56%,2.33%,2013,landlocked,none (landlocked),"15.1021, 120.9195 (15° 6' North, 120° 55' East)",12.6 meters (41.3 feet)
16,Candaba,Paligui,1.36%,"1,631","1,553",5.02%,1.04%,2013,landlocked,none (landlocked),"15.0473, 120.8777 (15° 3' North, 120° 53' East)",12.4 meters (40.7 feet)
17,Candaba,Pangclara,1.41%,"1,679","1,587",5.80%,1.19%,2013,landlocked,none (landlocked),"15.0616, 120.8981 (15° 4' North, 120° 54' East)",13.2 meters (43.3 feet)
18,Candaba,Pansinao,3.19%,"3,815","3,295",15.78%,3.13%,2013,landlocked,none (landlocked),"15.1231, 120.8124 (15° 7' North, 120° 49' East)",14.4 meters (47.2 feet)
19,Candaba,Paralaya,4.45%,"5,318","5,374",-1.04%,-0.22%,2013,landlocked,none (landlocked),"15.0978, 120.8287 (15° 6' North, 120° 50' East)",14.0 meters (45.9 feet)
20,Candaba,Pasig,4.68%,"5,591","5,383",3.86%,0.80%,2013,landlocked,none (landlocked),"15.0950, 120.8194 (15° 6' North, 120° 49' East)",11.0 meters (36.1 feet)
21,Candaba,Pescadores,1.57%,"1,872","1,753",6.79%,1.39%,2013,landlocked,none (landlocked),"15.0907, 120.8258 (15° 5' North, 120° 50' East)",13.2 meters (43.3 feet)
22,Candaba,Pulong Gubat,1.79%,"2,134","2,009",6.22%,1.28%,2013,landlocked,none (landlocked),"15.0467, 120.9103 (15° 3' North, 120° 55' East)",18.3 meters (60.0 feet)
23,Candaba,Pulong Palazan,3.23%,"3,864","3,471",11.32%,2.28%,2013,landlocked,none (landlocked),"15.0195, 120.8869 (15° 1' North, 120° 53' East)",17.0 meters (55.8 feet)
24,Candaba,Salapungan,4.20%,"5,019","5,579",-10.04%,-2.20%,2013,landlocked,none (landlocked),"15.1344, 120.9296 (15° 8' North, 120° 56' East)",13.4 meters (44.0 feet)
25,Candaba,San Agustin,4.43%,"5,293","5,068",4.44%,0.92%,2013,landlocked,none (landlocked),"15.0910, 120.8314 (15° 5' North, 120° 50' East)",10.6 meters (34.8 feet)
26,Candaba,Santo Rosario,1.12%,"1,338","1,157",15.64%,3.11%,2013,landlocked,none (landlocked),"15.1294, 120.8150 (15° 8' North, 120° 49' East)",12.5 meters (41.0 feet)
27,Candaba,Tagulod,2.15%,"2,570","2,510",2.39%,0.50%,2013,landlocked,none (landlocked),"15.2083, 120.9144 (15° 12' North, 120° 55' East)",13.8 meters (45.3 feet)
28,Candaba,Talang,3.11%,"3,713","3,107",19.50%,3.82%,2013,landlocked,none (landlocked),"15.0186, 120.8512 (15° 1' North, 120° 51' East)",13.3 meters (43.6 feet)
29,Candaba,Tenejero,2.73%,"3,266","2,848",14.68%,2.92%,2013,landlocked,none (landlocked),"15.0193, 120.8595 (15° 1' North, 120° 52' East)",13.3 meters (43.6 feet)
30,Candaba,Vizal San Pablo,2.36%,"2,824","2,565",10.10%,2.05%,2013,landlocked,none (landlocked),"15.0472, 120.8995 (15° 3' North, 120° 54' East)",14.7 meters (48.2 feet)
31,Candaba,Vizal Santo Cristo,2.06%,"2,461","2,309",6.58%,1.35%,2013,landlocked,none (landlocked),"15.0405, 120.9167 (15° 2' North, 120° 55' East)",17.0 meters (55.8 feet)
32,Candaba,Vizal Santo Niño,2.26%,"2,700","2,748",-1.75%,-0.37%,2013,landlocked,none (landlocked),"15.0374, 120.9054 (15° 2' North, 120° 54' East)",16.6 meters (54.5 feet)
0,Floridablanca,Anon,2.40%,"3,252","2,954",10.09%,2.04%,2006,landlocked,none (landlocked),"14.9181, 120.4927 (14° 55' North, 120° 30' East)",21.7 meters (71.2 feet)
1,Floridablanca,Apalit,6.86%,"9,298","9,068",2.54%,0.53%,2006,landlocked,none (landlocked),"14.9774, 120.4804 (14° 59' North, 120° 29' East)",51.3 meters (168.3 feet)
2,Floridablanca,Basa Air Base,1.85%,"2,504","2,840",-11.83%,-2.62%,2006,landlocked,none (landlocked),"14.9793, 120.5006 (14° 59' North, 120° 30' East)",43.0 meters (141.1 feet)
3,Floridablanca,Benedicto,1.38%,"1,877","1,655",13.41%,2.68%,2006,landlocked,none (landlocked),"15.0084, 120.5269 (15° 1' North, 120° 32' East)",35.8 meters (117.5 feet)
4,Floridablanca,Bodega,2.70%,"3,663","3,812",-3.91%,-0.84%,2006,landlocked,none (landlocked),"14.9221, 120.4798 (14° 55' North, 120° 29' East)",24.1 meters (79.1 feet)
5,Floridablanca,Cabangcalan,1.62%,"2,196","1,904",15.34%,3.05%,2006,landlocked,none (landlocked),"14.9529, 120.5223 (14° 57' North, 120° 31' East)",20.2 meters (66.3 feet)
6,Floridablanca,Calantas,5.04%,"6,828","6,719",1.62%,0.34%,2006,landlocked,none (landlocked),"15.0203, 120.5177 (15° 1' North, 120° 31' East)",47.7 meters (156.5 feet)
7,Floridablanca,Carmencita,1.96%,"2,654","2,307",15.04%,2.99%,2006,landlocked,none (landlocked),"14.9478, 120.4840 (14° 57' North, 120° 29' East)",28.7 meters (94.2 feet)
8,Floridablanca,Consuelo,2.66%,"3,609","2,997",20.42%,3.99%,2006,landlocked,none (landlocked),"14.9677, 120.4971 (14° 58' North, 120° 30' East)",38.7 meters (127.0 feet)
9,Floridablanca,Dampe,2.41%,"3,268","3,052",7.08%,1.45%,2006,landlocked,none (landlocked),"14.9365, 120.4762 (14° 56' North, 120° 29' East)",26.1 meters (85.6 feet)
10,Floridablanca,Del Carmen,2.33%,"3,152","3,089",2.04%,0.43%,2006,landlocked,none (landlocked),"15.0043, 120.5343 (15° 0' North, 120° 32' East)",34.0 meters (111.5 feet)
11,Floridablanca,Fortuna,3.99%,"5,414","4,377",23.69%,4.58%,2006,landlocked,none (landlocked),"14.9817, 120.5170 (14° 59' North, 120° 31' East)",29.7 meters (97.4 feet)
12,Floridablanca,Gutad,3.36%,"4,559","3,656",24.70%,4.76%,2006,landlocked,none (landlocked),"14.9348, 120.4929 (14° 56' North, 120° 30' East)",25.0 meters (82.0 feet)
13,Floridablanca,Mabical,2.36%,"3,195","3,171",0.76%,0.16%,2006,landlocked,none (landlocked),"14.9762, 120.5327 (14° 59' North, 120° 32' East)",26.5 meters (86.9 feet)
14,Floridablanca,Maligaya,0.73%,996,969,2.79%,0.58%,2006,landlocked,none (landlocked),"14.9763, 120.5248 (14° 59' North, 120° 31' East)",25.8 meters (84.6 feet)
15,Floridablanca,Mawacat,1.27%,"1,727","1,556",10.99%,2.22%,2006,landlocked,none (landlocked),"14.9736, 120.4419 (14° 58' North, 120° 27' East)",79.5 meters (260.8 feet)
16,Floridablanca,Nabuclod,3.26%,"4,413","4,020",9.78%,1.98%,2006,landlocked,none (landlocked),"15.0159, 120.4434 (15° 1' North, 120° 27' East)",279.0 meters (915.3 feet)
17,Floridablanca,Pabanlag,2.47%,"3,347","1,828",83.10%,13.58%,2006,landlocked,none (landlocked),"14.9733, 120.4733 (14° 58' North, 120° 28' East)",39.0 meters (128.0 feet)
18,Floridablanca,Paguiruan,5.10%,"6,907","6,833",1.08%,0.23%,2006,landlocked,none (landlocked),"14.9979, 120.5341 (14° 60' North, 120° 32' East)",29.9 meters (98.1 feet)
19,Floridablanca,Palmayo,4.91%,"6,655","6,025",10.46%,2.12%,2006,landlocked,none (landlocked),"14.9845, 120.4833 (14° 59' North, 120° 29' East)",58.0 meters (190.3 feet)
20,Floridablanca,Pandaguirig,2.64%,"3,578","3,293",8.65%,1.76%,2006,landlocked,none (landlocked),"14.9860, 120.4790 (14° 59' North, 120° 29' East)",59.3 meters (194.6 feet)
21,Floridablanca,Poblacion,2.61%,"3,535","3,337",5.93%,1.22%,2006,landlocked,none (landlocked),"14.9762, 120.5277 (14° 59' North, 120° 32' East)",25.6 meters (84.0 feet)
22,Floridablanca,San Antonio,2.64%,"3,575","3,126",14.36%,2.87%,2006,landlocked,none (landlocked),"14.9675, 120.5263 (14° 58' North, 120° 32' East)",21.2 meters (69.6 feet)
23,Floridablanca,San Isidro,1.85%,"2,504","2,424",3.30%,0.69%,2006,landlocked,none (landlocked),"14.9830, 120.5288 (14° 59' North, 120° 32' East)",26.9 meters (88.3 feet)
24,Floridablanca,San Jose,6.50%,"8,812","7,656",15.10%,3.00%,2006,landlocked,none (landlocked),"14.9891, 120.5099 (14° 59' North, 120° 31' East)",35.4 meters (116.1 feet)
25,Floridablanca,San Nicolas,4.34%,"5,885","6,053",-2.78%,-0.59%,2006,landlocked,none (landlocked),"14.9734, 120.5083 (14° 58' North, 120° 30' East)",35.8 meters (117.5 feet)
26,Floridablanca,San Pedro,3.04%,"4,118","4,186",-1.62%,-0.34%,2006,landlocked,none (landlocked),"14.9429, 120.5108 (14° 57' North, 120° 31' East)",22.1 meters (72.5 feet)
27,Floridablanca,San Ramon,1.65%,"2,241","2,089",7.28%,1.49%,2006,landlocked,none (landlocked),"14.9972, 120.4470 (14° 60' North, 120° 27' East)",87.9 meters (288.4 feet)
28,Floridablanca,San Roque,1.67%,"2,257","2,127",6.11%,1.26%,2006,landlocked,none (landlocked),"14.9306, 120.5073 (14° 56' North, 120° 30' East)",20.8 meters (68.2 feet)
29,Floridablanca,Santa Monica,2.89%,"3,920","3,403",15.19%,3.02%,2006,landlocked,none (landlocked),"14.9565, 120.5055 (14° 57' North, 120° 30' East)",24.6 meters (80.7 feet)
30,Floridablanca,Santo Rosario,1.55%,"2,097","2,090",0.33%,0.07%,2006,landlocked,none (landlocked),"14.8966, 120.4815 (14° 54' North, 120° 29' East)",19.8 meters (65.0 feet)
31,Floridablanca,Solib,4.14%,"5,615","4,825",16.37%,3.24%,2006,landlocked,none (landlocked),"14.9720, 120.5361 (14° 58' North, 120° 32' East)",24.2 meters (79.4 feet)
32,Floridablanca,Valdez,5.82%,"7,891","7,722",2.19%,0.46%,2006,landlocked,none (landlocked),"14.9852, 120.5383 (14° 59' North, 120° 32' East)",27.0 meters (88.6 feet)
0,Guagua,Ascomo,3.10%,"3,998","3,210",24.55%,4.73%,2003,landlocked,none (landlocked),"15.0125, 120.5311 (15° 1' North, 120° 32' East)",38.4 meters (126.0 feet)
1,Guagua,Bancal,5.26%,"6,777","6,675",1.53%,0.32%,2003,landlocked,none (landlocked),"14.9560, 120.6303 (14° 57' North, 120° 38' East)",6.7 meters (22.0 feet)
2,Guagua,Jose Abad Santos,1.78%,"2,297","2,103",9.22%,1.87%,2003,landlocked,none (landlocked),"14.9721, 120.5983 (14° 58' North, 120° 36' East)",7.6 meters (24.9 feet)
3,Guagua,Lambac,2.78%,"3,588","3,377",6.25%,1.28%,2003,landlocked,none (landlocked),"14.9943, 120.5748 (14° 60' North, 120° 34' East)",19.6 meters (64.3 feet)
4,Guagua,Magsaysay,2.77%,"3,568","3,319",7.50%,1.53%,2003,landlocked,none (landlocked),"14.9813, 120.5759 (14° 59' North, 120° 35' East)",17.1 meters (56.1 feet)
5,Guagua,Maquiapo,3.08%,"3,974","3,378",17.64%,3.48%,2003,landlocked,none (landlocked),"14.9853, 120.5576 (14° 59' North, 120° 33' East)",22.9 meters (75.1 feet)
6,Guagua,Natividad,6.21%,"8,005","6,151",30.14%,5.70%,2003,landlocked,none (landlocked),"14.9942, 120.5849 (14° 60' North, 120° 35' East)",17.1 meters (56.1 feet)
7,Guagua,Plaza Burgos,0.23%,296,269,10.04%,2.03%,2003,landlocked,none (landlocked),"14.9654, 120.6338 (14° 58' North, 120° 38' East)",9.9 meters (32.5 feet)
8,Guagua,Pulungmasle,7.84%,"10,105","9,359",7.97%,1.63%,2003,landlocked,none (landlocked),"15.0094, 120.5452 (15° 1' North, 120° 33' East)",32.3 meters (106.0 feet)
9,Guagua,Rizal,3.29%,"4,241","3,943",7.56%,1.55%,2003,landlocked,none (landlocked),"14.9764, 120.5899 (14° 59' North, 120° 35' East)",12.7 meters (41.7 feet)
10,Guagua,San Agustin,5.32%,"6,863","5,792",18.49%,3.64%,2003,landlocked,none (landlocked),"14.9737, 120.6432 (14° 58' North, 120° 39' East)",7.1 meters (23.3 feet)
11,Guagua,San Antonio,3.79%,"4,886","4,436",10.14%,2.05%,2003,landlocked,none (landlocked),"14.9663, 120.6121 (14° 58' North, 120° 37' East)",6.0 meters (19.7 feet)
12,Guagua,San Isidro,1.14%,"1,463","1,346",8.69%,1.77%,2003,landlocked,none (landlocked),"14.9679, 120.6154 (14° 58' North, 120° 37' East)",6.2 meters (20.3 feet)
13,Guagua,San Jose,1.75%,"2,256","2,076",8.67%,1.77%,2003,landlocked,none (landlocked),"14.9747, 120.6174 (14° 58' North, 120° 37' East)",8.4 meters (27.6 feet)
14,Guagua,San Juan,2.12%,"2,738","2,509",9.13%,1.86%,2003,landlocked,none (landlocked),"14.9720, 120.6177 (14° 58' North, 120° 37' East)",6.4 meters (21.0 feet)
15,Guagua,San Juan Bautista,2.06%,"2,657","2,537",4.73%,0.98%,2003,landlocked,none (landlocked),"14.9758, 120.6369 (14° 59' North, 120° 38' East)",8.0 meters (26.2 feet)
16,Guagua,San Juan Nepomuceno,5.15%,"6,640","6,060",9.57%,1.94%,2003,landlocked,none (landlocked),"14.9789, 120.6398 (14° 59' North, 120° 38' East)",8.0 meters (26.2 feet)
17,Guagua,San Matias,3.29%,"4,240","3,500",21.14%,4.12%,2003,landlocked,none (landlocked),"14.9774, 120.6217 (14° 59' North, 120° 37' East)",8.9 meters (29.2 feet)
18,Guagua,San Miguel,3.96%,"5,108","4,710",8.45%,1.72%,2003,landlocked,none (landlocked),"14.9814, 120.6478 (14° 59' North, 120° 39' East)",8.6 meters (28.2 feet)
19,Guagua,San Nicolas 1st,1.41%,"1,822","1,632",11.64%,2.35%,2003,landlocked,none (landlocked),"14.9701, 120.6339 (14° 58' North, 120° 38' East)",8.6 meters (28.2 feet)
20,Guagua,San Nicolas 2nd,2.54%,"3,275","2,611",25.43%,4.88%,2003,landlocked,none (landlocked),"14.9758, 120.6435 (14° 59' North, 120° 39' East)",8.7 meters (28.5 feet)
21,Guagua,San Pablo,2.49%,"3,209","2,966",8.19%,1.67%,2003,landlocked,none (landlocked),"14.9685, 120.6214 (14° 58' North, 120° 37' East)",8.2 meters (26.9 feet)
22,Guagua,San Pedro,4.23%,"5,447","5,314",2.50%,0.52%,2003,landlocked,none (landlocked),"14.9653, 120.6253 (14° 58' North, 120° 38' East)",7.9 meters (25.9 feet)
23,Guagua,San Rafael,3.30%,"4,251","3,943",7.81%,1.60%,2003,landlocked,none (landlocked),"14.9618, 120.6360 (14° 58' North, 120° 38' East)",8.8 meters (28.9 feet)
24,Guagua,San Roque,2.70%,"3,474","3,251",6.86%,1.41%,2003,landlocked,none (landlocked),"14.9686, 120.6320 (14° 58' North, 120° 38' East)",7.7 meters (25.3 feet)
25,Guagua,San Vicente,4.73%,"6,098","5,972",2.11%,0.44%,2003,landlocked,none (landlocked),"15.0042, 120.5713 (15° 0' North, 120° 34' East)",22.6 meters (74.1 feet)
26,Guagua,Santa Filomena,1.35%,"1,741","1,888",-7.79%,-1.69%,2003,landlocked,none (landlocked),"14.9686, 120.6358 (14° 58' North, 120° 38' East)",7.7 meters (25.3 feet)
27,Guagua,Santa Ines,3.04%,"3,920","3,438",14.02%,2.80%,2003,landlocked,none (landlocked),"14.9806, 120.6483 (14° 59' North, 120° 39' East)",9.0 meters (29.5 feet)
28,Guagua,Santa Ursula,4.67%,"6,014","5,961",0.89%,0.19%,2003,landlocked,none (landlocked),"14.9687, 120.6510 (14° 58' North, 120° 39' East)",6.1 meters (20.0 feet)
29,Guagua,Santo Cristo,2.92%,"3,767","3,605",4.49%,0.93%,2003,landlocked,none (landlocked),"14.9649, 120.6312 (14° 58' North, 120° 38' East)",5.6 meters (18.4 feet)
30,Guagua,Santo Niño,1.69%,"2,175","2,099",3.62%,0.75%,2003,landlocked,none (landlocked),"14.9635, 120.6336 (14° 58' North, 120° 38' East)",8.0 meters (26.2 feet)
0,Lubao,Balantacan,1.44%,"2,492","2,165",15.10%,3.01%,2005,coastal,Manila Bay [South China Sea],"14.8985, 120.5594 (14° 54' North, 120° 34' East)",5.7 meters (18.7 feet)
1,Lubao,Bancal Pugad,0.79%,"1,374",839,63.77%,10.94%,2005,coastal,Manila Bay [South China Sea],"14.8316, 120.6014 (14° 50' North, 120° 36' East)",7.2 meters (23.6 feet)
2,Lubao,Bancal Sinubli,0.46%,800,758,5.54%,1.14%,2005,coastal,Manila Bay [South China Sea],"14.8568, 120.5951 (14° 51' North, 120° 36' East)",5.8 meters (19.0 feet)
3,Lubao,Baruya,2.55%,"4,425","4,548",-2.70%,-0.58%,2005,coastal,Manila Bay [South China Sea],"14.8748, 120.5320 (14° 52' North, 120° 32' East)",11.1 meters (36.4 feet)
4,Lubao,Calangain,1.71%,"2,975","2,784",6.86%,1.41%,2005,coastal,Manila Bay [South China Sea],"14.8917, 120.5548 (14° 54' North, 120° 33' East)",5.6 meters (18.4 feet)
5,Lubao,Concepcion,4.88%,"8,473","7,493",13.08%,2.62%,2005,coastal,Manila Bay [South China Sea],"14.9473, 120.5804 (14° 57' North, 120° 35' East)",10.7 meters (35.1 feet)
6,Lubao,De La Paz,0.94%,"1,636","1,564",4.60%,0.95%,2005,coastal,Manila Bay [South China Sea],"14.9332, 120.5286 (14° 56' North, 120° 32' East)",18.3 meters (60.0 feet)
7,Lubao,Del Carmen,1.33%,"2,312","1,936",19.42%,3.81%,2005,coastal,Manila Bay [South China Sea],"14.9347, 120.5564 (14° 56' North, 120° 33' East)",12.8 meters (42.0 feet)
8,Lubao,Don Ignacio Dimson,3.29%,"5,703","4,629",23.20%,4.49%,2005,coastal,Manila Bay [South China Sea],"14.9742, 120.5837 (14° 58' North, 120° 35' East)",14.2 meters (46.6 feet)
9,Lubao,Lourdes,4.08%,"7,084","6,344",11.66%,2.35%,2005,coastal,Manila Bay [South China Sea],"14.8928, 120.5348 (14° 54' North, 120° 32' East)",11.5 meters (37.7 feet)
10,Lubao,Prado Siongco,2.56%,"4,440","4,333",2.47%,0.51%,2005,coastal,Manila Bay [South China Sea],"14.8803, 120.5155 (14° 53' North, 120° 31' East)",13.5 meters (44.3 feet)
11,Lubao,Remedios,2.58%,"4,481","4,222",6.13%,1.26%,2005,coastal,Manila Bay [South China Sea],"14.9187, 120.5785 (14° 55' North, 120° 35' East)",7.6 meters (24.9 feet)
12,Lubao,San Agustin,1.61%,"2,796","2,798",-0.07%,-0.02%,2005,coastal,Manila Bay [South China Sea],"14.9282, 120.5763 (14° 56' North, 120° 35' East)",6.4 meters (21.0 feet)
13,Lubao,San Antonio,1.80%,"3,127","3,230",-3.19%,-0.68%,2005,coastal,Manila Bay [South China Sea],"14.9400, 120.5753 (14° 56' North, 120° 35' East)",13.6 meters (44.6 feet)
14,Lubao,San Francisco,3.25%,"5,643","4,929",14.49%,2.89%,2005,coastal,Manila Bay [South China Sea],"14.9619, 120.5468 (14° 58' North, 120° 33' East)",22.2 meters (72.8 feet)
15,Lubao,San Isidro,2.42%,"4,197","3,289",27.61%,5.27%,2005,coastal,Manila Bay [South China Sea],"14.8852, 120.5230 (14° 53' North, 120° 31' East)",12.5 meters (41.0 feet)
16,Lubao,San Jose Apunan,0.66%,"1,138","1,342",-15.20%,-3.41%,2005,coastal,Manila Bay [South China Sea],"14.9636, 120.5741 (14° 58' North, 120° 34' East)",14.2 meters (46.6 feet)
17,Lubao,San Jose Gumi,1.35%,"2,334","2,176",7.26%,1.49%,2005,coastal,Manila Bay [South China Sea],"14.8936, 120.5874 (14° 54' North, 120° 35' East)",5.0 meters (16.4 feet)
18,Lubao,San Juan,1.49%,"2,586","2,423",6.73%,1.38%,2005,coastal,Manila Bay [South China Sea],"14.9341, 120.5985 (14° 56' North, 120° 36' East)",5.9 meters (19.4 feet)
19,Lubao,San Matias,0.79%,"1,369","1,259",8.74%,1.78%,2005,coastal,Manila Bay [South China Sea],"14.9547, 120.5876 (14° 57' North, 120° 35' East)",8.3 meters (27.2 feet)
20,Lubao,San Miguel,1.69%,"2,940","3,540",-16.95%,-3.83%,2005,coastal,Manila Bay [South China Sea],"14.9493, 120.5500 (14° 57' North, 120° 33' East)",16.9 meters (55.4 feet)
21,Lubao,San Nicolas 1st,1.87%,"3,242","2,958",9.60%,1.95%,2005,coastal,Manila Bay [South China Sea],"14.9429, 120.5997 (14° 57' North, 120° 36' East)",8.0 meters (26.2 feet)
22,Lubao,San Nicolas 2nd,1.07%,"1,860","2,000",-7.00%,-1.52%,2005,coastal,Manila Bay [South China Sea],"14.9352, 120.5868 (14° 56' North, 120° 35' East)",8.6 meters (28.2 feet)
23,Lubao,San Pablo 1st,0.91%,"1,575","1,631",-3.43%,-0.73%,2005,coastal,Manila Bay [South China Sea],"14.9273, 120.5195 (14° 56' North, 120° 31' East)",17.1 meters (56.1 feet)
24,Lubao,San Pablo 2nd,2.50%,"4,340","5,130",-15.40%,-3.46%,2005,coastal,Manila Bay [South China Sea],"14.9218, 120.5375 (14° 55' North, 120° 32' East)",13.7 meters (44.9 feet)
25,Lubao,San Pedro Palcarangan,2.31%,"4,002","3,335",20.00%,3.91%,2005,coastal,Manila Bay [South China Sea],"14.9235, 120.5208 (14° 55' North, 120° 31' East)",16.2 meters (53.1 feet)
26,Lubao,San Pedro Saug,1.04%,"1,811","1,565",15.72%,3.12%,2005,coastal,Manila Bay [South China Sea],"14.9138, 120.5245 (14° 55' North, 120° 31' East)",16.0 meters (52.5 feet)
