,Municipality Name,Barangay Name,Population percentage (2020),Population (2020),Population (2015),Change (2015‑2020),Annual Population Growth Rate (2015‑2020),Postal Code,Coastal/Landlocked,Marine Waterbodies,Coordinates,Estimated Elevation above sea level
286,Manila,Barangay 367,0.09%,"1,708","1,653",3.33%,0.69%,NULL,coastal,Manila Bay [South China Sea],"14.6247, 120.9855 (14° 37' North, 120° 59' East)",6.6 meters (21.7 feet)
287,Manila,Barangay 368,0.07%,"1,337","1,293",3.40%,0.71%,NULL,coastal,Manila Bay [South China Sea],"14.6215, 120.9885 (14° 37' North, 120° 59' East)",6.5 meters (21.3 feet)
288,Manila,Barangay 369,0.08%,"1,396","1,186",17.71%,3.49%,NULL,coastal,Manila Bay [South China Sea],"14.6230, 120.9871 (14° 37' North, 120° 59' East)",7.5 meters (24.6 feet)
289,Manila,Barangay 37,0.11%,"2,057","1,960",4.95%,1.02%,NULL,coastal,Manila Bay [South China Sea],"14.6073, 120.9621 (14° 36' North, 120° 58' East)",8.2 meters (26.9 feet)
290,Manila,Barangay 370,0.04%,772,744,3.76%,0.78%,NULL,coastal,Manila Bay [South China Sea],"14.6247, 120.9873 (14° 37' North, 120° 59' East)",7.3 meters (23.9 feet)
291,Manila,Barangay 371,0.05%,842,839,0.36%,0.08%,NULL,coastal,Manila Bay [South China Sea],"14.6234, 120.9884 (14° 37' North, 120° 59' East)",9.9 meters (32.5 feet)
292,Manila,Barangay 372,0.22%,"4,136","3,638",13.69%,2.74%,NULL,coastal,Manila Bay [South China Sea],"14.6307, 120.9891 (14° 38' North, 120° 59' East)",7.8 meters (25.6 feet)
293,Manila,Barangay 373,0.21%,"3,788","4,004",-5.39%,-1.16%,NULL,coastal,Manila Bay [South China Sea],"14.6302, 120.9835 (14° 38' North, 120° 59' East)",9.3 meters (30.5 feet)
294,Manila,Barangay 374,0.18%,"3,277","3,615",-9.35%,-2.05%,NULL,coastal,Manila Bay [South China Sea],"14.6305, 120.9822 (14° 38' North, 120° 59' East)",8.8 meters (28.9 feet)
295,Manila,Barangay 375,0.21%,"3,909","3,711",5.34%,1.10%,NULL,coastal,Manila Bay [South China Sea],"14.6292, 120.9833 (14° 38' North, 120° 59' East)",8.9 meters (29.2 feet)
296,Manila,Barangay 376,0.05%,930,"1,006",-7.55%,-1.64%,NULL,coastal,Manila Bay [South China Sea],"14.6265, 120.9877 (14° 38' North, 120° 59' East)",13.1 meters (43.0 feet)
297,Manila,Barangay 377,0.03%,578,516,12.02%,2.42%,NULL,coastal,Manila Bay [South China Sea],"14.6277, 120.9854 (14° 38' North, 120° 59' East)",7.6 meters (24.9 feet)
298,Manila,Barangay 378,0.03%,602,"1,136",-47.01%,-12.51%,NULL,coastal,Manila Bay [South China Sea],"14.6287, 120.9845 (14° 38' North, 120° 59' East)",8.8 meters (28.9 feet)
299,Manila,Barangay 379,0.04%,654,680,-3.82%,-0.82%,NULL,coastal,Manila Bay [South China Sea],"14.6259, 120.9862 (14° 38' North, 120° 59' East)",8.9 meters (29.2 feet)
300,Manila,Barangay 38,0.16%,"2,870","3,001",-4.37%,-0.94%,NULL,coastal,Manila Bay [South China Sea],"14.6056, 120.9623 (14° 36' North, 120° 58' East)",8.8 meters (28.9 feet)
301,Manila,Barangay 380,0.05%,921,897,2.68%,0.56%,NULL,coastal,Manila Bay [South China Sea],"14.6263, 120.9854 (14° 38' North, 120° 59' East)",8.4 meters (27.6 feet)
302,Manila,Barangay 381,0.09%,"1,591","1,376",15.63%,3.10%,NULL,coastal,Manila Bay [South China Sea],"14.6261, 120.9840 (14° 38' North, 120° 59' East)",7.4 meters (24.3 feet)
303,Manila,Barangay 382,0.05%,896,946,-5.29%,-1.14%,NULL,coastal,Manila Bay [South China Sea],"14.6278, 120.9837 (14° 38' North, 120° 59' East)",8.2 meters (26.9 feet)
304,Manila,Barangay 383,0.12%,"2,267","1,821",24.49%,4.72%,NULL,coastal,Manila Bay [South China Sea],"14.5972, 120.9847 (14° 36' North, 120° 59' East)",8.4 meters (27.6 feet)
305,Manila,Barangay 384,0.19%,"3,511","3,195",9.89%,2.01%,NULL,coastal,Manila Bay [South China Sea],"14.5959, 120.9842 (14° 36' North, 120° 59' East)",5.1 meters (16.7 feet)
306,Manila,Barangay 385,0.18%,"3,406","2,920",16.64%,3.29%,NULL,coastal,Manila Bay [South China Sea],"14.5958, 120.9875 (14° 36' North, 120° 59' East)",8.8 meters (28.9 feet)
307,Manila,Barangay 386,0.07%,"1,213","1,341",-9.55%,-2.09%,NULL,coastal,Manila Bay [South China Sea],"14.5949, 120.9897 (14° 36' North, 120° 59' East)",8.1 meters (26.6 feet)
308,Manila,Barangay 387,0.14%,"2,654","2,994",-11.36%,-2.51%,NULL,coastal,Manila Bay [South China Sea],"14.5972, 120.9876 (14° 36' North, 120° 59' East)",8.4 meters (27.6 feet)
309,Manila,Barangay 388,0.07%,"1,260",989,27.40%,5.23%,NULL,coastal,Manila Bay [South China Sea],"14.5978, 120.9881 (14° 36' North, 120° 59' East)",8.1 meters (26.6 feet)
310,Manila,Barangay 389,0.06%,"1,174","1,056",11.17%,2.25%,NULL,coastal,Manila Bay [South China Sea],"14.5983, 120.9904 (14° 36' North, 120° 59' East)",10.5 meters (34.4 feet)
311,Manila,Barangay 39,0.13%,"2,324","2,460",-5.53%,-1.19%,NULL,coastal,Manila Bay [South China Sea],"14.6061, 120.9599 (14° 36' North, 120° 58' East)",4.8 meters (15.7 feet)
312,Manila,Barangay 390,0.04%,792,762,3.94%,0.82%,NULL,coastal,Manila Bay [South China Sea],"14.5994, 120.9896 (14° 36' North, 120° 59' East)",6.8 meters (22.3 feet)
313,Manila,Barangay 391,0.14%,"2,558","2,639",-3.07%,-0.65%,NULL,coastal,Manila Bay [South China Sea],"14.6012, 120.9855 (14° 36' North, 120° 59' East)",8.4 meters (27.6 feet)
314,Manila,Barangay 392,0.04%,695,677,2.66%,0.55%,NULL,coastal,Manila Bay [South China Sea],"14.6013, 120.9871 (14° 36' North, 120° 59' East)",10.6 meters (34.8 feet)
315,Manila,Barangay 393,0.22%,"4,073","3,876",5.08%,1.05%,NULL,coastal,Manila Bay [South China Sea],"14.5986, 120.9868 (14° 36' North, 120° 59' East)",10.2 meters (33.5 feet)
316,Manila,Barangay 394,0.08%,"1,433","1,548",-7.43%,-1.61%,NULL,coastal,Manila Bay [South China Sea],"14.5997, 120.9850 (14° 36' North, 120° 59' East)",6.6 meters (21.7 feet)
317,Manila,Barangay 395,0.07%,"1,222",632,93.35%,14.89%,NULL,coastal,Manila Bay [South China Sea],"14.6035, 120.9868 (14° 36' North, 120° 59' East)",13.6 meters (44.6 feet)
318,Manila,Barangay 396,0.09%,"1,666","1,709",-2.52%,-0.53%,NULL,coastal,Manila Bay [South China Sea],"14.6046, 120.9887 (14° 36' North, 120° 59' East)",11.2 meters (36.7 feet)
319,Manila,Barangay 397,0.23%,"4,175","2,111",97.77%,15.44%,NULL,coastal,Manila Bay [South China Sea],"14.6063, 120.9902 (14° 36' North, 120° 59' East)",8.5 meters (27.9 feet)
320,Manila,Barangay 398,0.17%,"3,068","2,228",37.70%,6.97%,NULL,coastal,Manila Bay [South China Sea],"14.6057, 120.9915 (14° 36' North, 120° 59' East)",7.8 meters (25.6 feet)
321,Manila,Barangay 399,0.06%,"1,068",909,17.49%,3.45%,NULL,coastal,Manila Bay [South China Sea],"14.6049, 120.9905 (14° 36' North, 120° 59' East)",7.7 meters (25.3 feet)
322,Manila,Barangay 4,0.09%,"1,691","1,872",-9.67%,-2.12%,NULL,coastal,Manila Bay [South China Sea],"14.6073, 120.9668 (14° 36' North, 120° 58' East)",9.1 meters (29.9 feet)
323,Manila,Barangay 400,0.08%,"1,504","1,327",13.34%,2.67%,NULL,coastal,Manila Bay [South China Sea],"14.6034, 120.9907 (14° 36' North, 120° 59' East)",9.3 meters (30.5 feet)
324,Manila,Barangay 401,0.13%,"2,333","2,058",13.36%,2.68%,NULL,coastal,Manila Bay [South China Sea],"14.6042, 120.9922 (14° 36' North, 120° 60' East)",6.0 meters (19.7 feet)
325,Manila,Barangay 402,0.15%,"2,758","3,649",-24.42%,-5.72%,NULL,coastal,Manila Bay [South China Sea],"14.6022, 120.9922 (14° 36' North, 120° 60' East)",7.6 meters (24.9 feet)
326,Manila,Barangay 403,0.03%,630,"1,406",-55.19%,-15.55%,NULL,coastal,Manila Bay [South China Sea],"14.6018, 120.9912 (14° 36' North, 120° 59' East)",9.5 meters (31.2 feet)
327,Manila,Barangay 404,0.04%,723,903,-19.93%,-4.57%,NULL,coastal,Manila Bay [South China Sea],"14.6022, 120.9895 (14° 36' North, 120° 59' East)",11.3 meters (37.1 feet)
328,Manila,Barangay 405,0.05%,999,"1,005",-0.60%,-0.13%,NULL,coastal,Manila Bay [South China Sea],"14.6050, 120.9938 (14° 36' North, 120° 60' East)",8.0 meters (26.2 feet)
329,Manila,Barangay 406,0.02%,449,622,-27.81%,-6.63%,NULL,coastal,Manila Bay [South China Sea],"14.6057, 120.9941 (14° 36' North, 120° 60' East)",7.9 meters (25.9 feet)
330,Manila,Barangay 407,0.09%,"1,571","1,155",36.02%,6.69%,NULL,coastal,Manila Bay [South China Sea],"14.6038, 120.9947 (14° 36' North, 120° 60' East)",5.1 meters (16.7 feet)
331,Manila,Barangay 408,0.10%,"1,768","1,199",47.46%,8.52%,NULL,coastal,Manila Bay [South China Sea],"14.6043, 120.9953 (14° 36' North, 120° 60' East)",3.8 meters (12.5 feet)
332,Manila,Barangay 409,0.10%,"1,921","2,379",-19.25%,-4.40%,NULL,coastal,Manila Bay [South China Sea],"14.6020, 120.9972 (14° 36' North, 120° 60' East)",8.2 meters (26.9 feet)
333,Manila,Barangay 41,0.21%,"3,825","3,706",3.21%,0.67%,NULL,coastal,Manila Bay [South China Sea],"14.6084, 120.9627 (14° 37' North, 120° 58' East)",9.0 meters (29.5 feet)
334,Manila,Barangay 410,0.13%,"2,424","1,821",33.11%,6.21%,NULL,coastal,Manila Bay [South China Sea],"14.6007, 120.9972 (14° 36' North, 120° 60' East)",8.5 meters (27.9 feet)
335,Manila,Barangay 411,0.10%,"1,903","1,263",50.67%,9.01%,NULL,coastal,Manila Bay [South China Sea],"14.6027, 120.9969 (14° 36' North, 120° 60' East)",7.0 meters (23.0 feet)
336,Manila,Barangay 412,0.10%,"1,890","1,646",14.82%,2.95%,NULL,coastal,Manila Bay [South China Sea],"14.6008, 120.9946 (14° 36' North, 120° 60' East)",7.4 meters (24.3 feet)
337,Manila,Barangay 413,0.09%,"1,702","2,283",-25.45%,-5.99%,NULL,coastal,Manila Bay [South China Sea],"14.6016, 120.9950 (14° 36' North, 120° 60' East)",9.8 meters (32.2 feet)
338,Manila,Barangay 414,0.09%,"1,716","1,220",40.66%,7.44%,NULL,coastal,Manila Bay [South China Sea],"14.6024, 120.9952 (14° 36' North, 120° 60' East)",10.0 meters (32.8 feet)
339,Manila,Barangay 415,0.05%,884,840,5.24%,1.08%,NULL,coastal,Manila Bay [South China Sea],"14.6029, 120.9938 (14° 36' North, 120° 60' East)",7.3 meters (23.9 feet)
340,Manila,Barangay 416,0.04%,821,"1,078",-23.84%,-5.57%,NULL,coastal,Manila Bay [South China Sea],"14.6014, 120.9930 (14° 36' North, 120° 60' East)",7.6 meters (24.9 feet)
341,Manila,Barangay 417,0.11%,"2,011","1,748",15.05%,2.99%,NULL,coastal,Manila Bay [South China Sea],"14.6041, 120.9999 (14° 36' North, 120° 60' East)",7.0 meters (23.0 feet)
342,Manila,Barangay 418,0.15%,"2,835","2,977",-4.77%,-1.02%,NULL,coastal,Manila Bay [South China Sea],"14.6025, 121.0005 (14° 36' North, 121° 0' East)",7.1 meters (23.3 feet)
343,Manila,Barangay 419,0.09%,"1,696","2,016",-15.87%,-3.57%,NULL,coastal,Manila Bay [South China Sea],"14.6034, 120.9988 (14° 36' North, 120° 60' East)",6.2 meters (20.3 feet)
344,Manila,Barangay 42,0.12%,"2,142","2,238",-4.29%,-0.92%,NULL,coastal,Manila Bay [South China Sea],"14.6084, 120.9633 (14° 37' North, 120° 58' East)",9.0 meters (29.5 feet)
345,Manila,Barangay 420,0.17%,"3,134","2,811",11.49%,2.32%,NULL,coastal,Manila Bay [South China Sea],"14.6015, 120.9993 (14° 36' North, 120° 60' East)",6.2 meters (20.3 feet)
346,Manila,Barangay 421,0.08%,"1,474","1,351",9.10%,1.85%,NULL,coastal,Manila Bay [South China Sea],"14.6042, 121.0032 (14° 36' North, 121° 0' East)",4.9 meters (16.1 feet)
347,Manila,Barangay 422,0.12%,"2,304","2,283",0.92%,0.19%,NULL,coastal,Manila Bay [South China Sea],"14.6053, 121.0025 (14° 36' North, 121° 0' East)",9.0 meters (29.5 feet)
348,Manila,Barangay 423,0.07%,"1,307","1,397",-6.44%,-1.39%,NULL,coastal,Manila Bay [South China Sea],"14.6045, 121.0013 (14° 36' North, 121° 0' East)",6.0 meters (19.7 feet)
349,Manila,Barangay 424,0.10%,"1,900","2,274",-16.45%,-3.71%,NULL,coastal,Manila Bay [South China Sea],"14.6028, 121.0016 (14° 36' North, 121° 0' East)",5.7 meters (18.7 feet)
350,Manila,Barangay 425,0.11%,"2,087","1,578",32.26%,6.06%,NULL,coastal,Manila Bay [South China Sea],"14.6026, 121.0033 (14° 36' North, 121° 0' East)",8.6 meters (28.2 feet)
351,Manila,Barangay 426,0.10%,"1,786","1,342",33.08%,6.20%,NULL,coastal,Manila Bay [South China Sea],"14.6022, 121.0069 (14° 36' North, 121° 0' East)",5.3 meters (17.4 feet)
352,Manila,Barangay 427,0.03%,495,677,-26.88%,-6.38%,NULL,coastal,Manila Bay [South China Sea],"14.6032, 121.0045 (14° 36' North, 121° 0' East)",5.8 meters (19.0 feet)
353,Manila,Barangay 428,0.07%,"1,304","1,351",-3.48%,-0.74%,NULL,coastal,Manila Bay [South China Sea],"14.6039, 121.0046 (14° 36' North, 121° 0' East)",6.2 meters (20.3 feet)
354,Manila,Barangay 429,0.15%,"2,814","2,428",15.90%,3.15%,NULL,coastal,Manila Bay [South China Sea],"14.6071, 120.9959 (14° 36' North, 120° 60' East)",6.0 meters (19.7 feet)
355,Manila,Barangay 43,0.18%,"3,362","3,388",-0.77%,-0.16%,NULL,coastal,Manila Bay [South China Sea],"14.6088, 120.9620 (14° 37' North, 120° 58' East)",7.9 meters (25.9 feet)
356,Manila,Barangay 430,0.03%,508,595,-14.62%,-3.27%,NULL,coastal,Manila Bay [South China Sea],"14.6061, 120.9945 (14° 36' North, 120° 60' East)",7.2 meters (23.6 feet)
357,Manila,Barangay 431,0.04%,700,787,-11.05%,-2.44%,NULL,coastal,Manila Bay [South China Sea],"14.6067, 120.9951 (14° 36' North, 120° 60' East)",7.9 meters (25.9 feet)
358,Manila,Barangay 432,0.19%,"3,436","3,544",-3.05%,-0.65%,NULL,coastal,Manila Bay [South China Sea],"14.6063, 120.9975 (14° 36' North, 120° 60' East)",7.9 meters (25.9 feet)
359,Manila,Barangay 433,0.03%,464,456,1.75%,0.37%,NULL,coastal,Manila Bay [South China Sea],"14.6042, 120.9961 (14° 36' North, 120° 60' East)",5.2 meters (17.1 feet)
360,Manila,Barangay 434,0.06%,"1,173","1,134",3.44%,0.71%,NULL,coastal,Manila Bay [South China Sea],"14.6056, 120.9960 (14° 36' North, 120° 60' East)",6.7 meters (22.0 feet)
361,Manila,Barangay 435,0.03%,592,847,-30.11%,-7.26%,NULL,coastal,Manila Bay [South China Sea],"14.6046, 120.9968 (14° 36' North, 120° 60' East)",8.1 meters (26.6 feet)
362,Manila,Barangay 436,0.05%,964,"1,186",-18.72%,-4.27%,NULL,coastal,Manila Bay [South China Sea],"14.6049, 120.9992 (14° 36' North, 120° 60' East)",5.3 meters (17.4 feet)
363,Manila,Barangay 437,0.05%,899,"1,048",-14.22%,-3.18%,NULL,coastal,Manila Bay [South China Sea],"14.6060, 121.0007 (14° 36' North, 121° 0' East)",6.8 meters (22.3 feet)
364,Manila,Barangay 438,0.04%,712,722,-1.39%,-0.29%,NULL,coastal,Manila Bay [South China Sea],"14.6066, 120.9994 (14° 36' North, 120° 60' East)",6.0 meters (19.7 feet)
365,Manila,Barangay 439,0.06%,"1,052","1,786",-41.10%,-10.54%,NULL,coastal,Manila Bay [South China Sea],"14.6062, 120.9988 (14° 36' North, 120° 60' East)",5.6 meters (18.4 feet)
366,Manila,Barangay 44,0.04%,800,951,-15.88%,-3.57%,NULL,coastal,Manila Bay [South China Sea],"14.6086, 120.9600 (14° 37' North, 120° 58' East)",5.4 meters (17.7 feet)
367,Manila,Barangay 440,0.05%,"1,004","1,017",-1.28%,-0.27%,NULL,coastal,Manila Bay [South China Sea],"14.6082, 120.9990 (14° 36' North, 120° 60' East)",4.9 meters (16.1 feet)
368,Manila,Barangay 441,0.05%,856,944,-9.32%,-2.04%,NULL,coastal,Manila Bay [South China Sea],"14.6092, 120.9980 (14° 37' North, 120° 60' East)",5.1 meters (16.7 feet)
369,Manila,Barangay 442,0.04%,670,874,-23.34%,-5.44%,NULL,coastal,Manila Bay [South China Sea],"14.6098, 120.9986 (14° 37' North, 120° 60' East)",5.8 meters (19.0 feet)
370,Manila,Barangay 443,0.07%,"1,382","1,471",-6.05%,-1.31%,NULL,coastal,Manila Bay [South China Sea],"14.6087, 120.9996 (14° 37' North, 120° 60' East)",6.5 meters (21.3 feet)
371,Manila,Barangay 444,0.05%,941,"1,016",-7.38%,-1.60%,NULL,coastal,Manila Bay [South China Sea],"14.6077, 121.0006 (14° 36' North, 121° 0' East)",7.4 meters (24.3 feet)
372,Manila,Barangay 445,0.05%,931,891,4.49%,0.93%,NULL,coastal,Manila Bay [South China Sea],"14.6071, 121.0000 (14° 36' North, 120° 60' East)",7.1 meters (23.3 feet)
373,Manila,Barangay 446,0.05%,"1,002",798,25.56%,4.91%,NULL,coastal,Manila Bay [South China Sea],"14.6067, 121.0016 (14° 36' North, 121° 0' East)",8.8 meters (28.9 feet)
374,Manila,Barangay 447,0.08%,"1,454","1,591",-8.61%,-1.88%,NULL,coastal,Manila Bay [South China Sea],"14.6087, 120.9974 (14° 37' North, 120° 60' East)",5.9 meters (19.4 feet)
375,Manila,Barangay 448,0.07%,"1,375","1,229",11.88%,2.39%,NULL,coastal,Manila Bay [South China Sea],"14.6076, 120.9983 (14° 36' North, 120° 60' East)",6.8 meters (22.3 feet)
376,Manila,Barangay 449,0.08%,"1,402","1,562",-10.24%,-2.25%,NULL,coastal,Manila Bay [South China Sea],"14.6082, 120.9968 (14° 36' North, 120° 60' East)",8.1 meters (26.6 feet)
377,Manila,Barangay 45,0.12%,"2,264","2,329",-2.79%,-0.59%,NULL,coastal,Manila Bay [South China Sea],"14.6080, 120.9649 (14° 36' North, 120° 58' East)",7.3 meters (23.9 feet)
378,Manila,Barangay 450,0.10%,"1,835","2,020",-9.16%,-2.00%,NULL,coastal,Manila Bay [South China Sea],"14.6118, 120.9968 (14° 37' North, 120° 60' East)",6.8 meters (22.3 feet)
379,Manila,Barangay 451,0.06%,"1,027","1,598",-35.73%,-8.89%,NULL,coastal,Manila Bay [South China Sea],"14.6110, 120.9963 (14° 37' North, 120° 60' East)",7.5 meters (24.6 feet)
380,Manila,Barangay 452,0.06%,"1,039",977,6.35%,1.30%,NULL,coastal,Manila Bay [South China Sea],"14.6109, 120.9953 (14° 37' North, 120° 60' East)",7.5 meters (24.6 feet)
381,Manila,Barangay 453,0.08%,"1,492","1,464",1.91%,0.40%,NULL,coastal,Manila Bay [South China Sea],"14.6098, 120.9964 (14° 37' North, 120° 60' East)",7.4 meters (24.3 feet)
382,Manila,Barangay 454,0.06%,"1,153","1,268",-9.07%,-1.98%,NULL,coastal,Manila Bay [South China Sea],"14.6102, 120.9945 (14° 37' North, 120° 60' East)",7.3 meters (23.9 feet)
383,Manila,Barangay 455,0.07%,"1,274","1,416",-10.03%,-2.20%,NULL,coastal,Manila Bay [South China Sea],"14.6091, 120.9956 (14° 37' North, 120° 60' East)",7.0 meters (23.0 feet)
384,Manila,Barangay 456,0.08%,"1,530","2,094",-26.93%,-6.39%,NULL,coastal,Manila Bay [South China Sea],"14.6089, 120.9944 (14° 37' North, 120° 60' East)",5.0 meters (16.4 feet)
385,Manila,Barangay 457,0.13%,"2,445",806,203.35%,26.31%,NULL,coastal,Manila Bay [South China Sea],"14.6075, 120.9928 (14° 36' North, 120° 60' East)",7.4 meters (24.3 feet)
386,Manila,Barangay 458,0.08%,"1,462","2,555",-42.78%,-11.09%,NULL,coastal,Manila Bay [South China Sea],"14.6059, 120.9927 (14° 36' North, 120° 60' East)",6.0 meters (19.7 feet)
387,Manila,Barangay 459,0.04%,752,615,22.28%,4.32%,NULL,coastal,Manila Bay [South China Sea],"14.6074, 120.9915 (14° 36' North, 120° 59' East)",8.2 meters (26.9 feet)
388,Manila,Barangay 46,0.11%,"2,088","1,914",9.09%,1.85%,NULL,coastal,Manila Bay [South China Sea],"14.6089, 120.9639 (14° 37' North, 120° 58' East)",8.4 meters (27.6 feet)
389,Manila,Barangay 460,0.04%,789,925,-14.70%,-3.29%,NULL,coastal,Manila Bay [South China Sea],"14.6083, 120.9931 (14° 36' North, 120° 60' East)",10.4 meters (34.1 feet)
390,Manila,Barangay 461,0.05%,863,912,-5.37%,-1.16%,NULL,coastal,Manila Bay [South China Sea],"14.6086, 120.9940 (14° 37' North, 120° 60' East)",6.5 meters (21.3 feet)
391,Manila,Barangay 462,0.08%,"1,528",734,108.17%,16.69%,NULL,coastal,Manila Bay [South China Sea],"14.6059, 120.9873 (14° 36' North, 120° 59' East)",7.3 meters (23.9 feet)
392,Manila,Barangay 463,0.04%,830,422,96.68%,15.30%,NULL,coastal,Manila Bay [South China Sea],"14.6070, 120.9866 (14° 36' North, 120° 59' East)",7.0 meters (23.0 feet)
393,Manila,Barangay 464,0.16%,"2,954","4,242",-30.36%,-7.33%,NULL,coastal,Manila Bay [South China Sea],"14.6059, 120.9860 (14° 36' North, 120° 59' East)",7.1 meters (23.3 feet)
394,Manila,Barangay 465,0.04%,762,497,53.32%,9.41%,NULL,coastal,Manila Bay [South China Sea],"14.6080, 120.9876 (14° 36' North, 120° 59' East)",7.7 meters (25.3 feet)
395,Manila,Barangay 466,0.07%,"1,237",530,133.40%,19.53%,NULL,coastal,Manila Bay [South China Sea],"14.6087, 120.9867 (14° 37' North, 120° 59' East)",9.0 meters (29.5 feet)
396,Manila,Barangay 467,0.06%,"1,160",820,41.46%,7.57%,NULL,coastal,Manila Bay [South China Sea],"14.6076, 120.9870 (14° 36' North, 120° 59' East)",7.9 meters (25.9 feet)
397,Manila,Barangay 468,0.07%,"1,300",453,186.98%,24.84%,NULL,coastal,Manila Bay [South China Sea],"14.6065, 120.9881 (14° 36' North, 120° 59' East)",8.9 meters (29.2 feet)
398,Manila,Barangay 469,0.11%,"1,956",513,281.29%,32.54%,NULL,coastal,Manila Bay [South China Sea],"14.6070, 120.9887 (14° 36' North, 120° 59' East)",8.6 meters (28.2 feet)
399,Manila,Barangay 47,0.06%,"1,123","1,490",-24.63%,-5.78%,NULL,coastal,Manila Bay [South China Sea],"14.6091, 120.9654 (14° 37' North, 120° 58' East)",7.1 meters (23.3 feet)
400,Manila,Barangay 470,0.12%,"2,260",590,283.05%,32.67%,NULL,coastal,Manila Bay [South China Sea],"14.6101, 120.9895 (14° 37' North, 120° 59' East)",7.8 meters (25.6 feet)
401,Manila,Barangay 471,0.08%,"1,415","1,016",39.27%,7.22%,NULL,coastal,Manila Bay [South China Sea],"14.6112, 120.9871 (14° 37' North, 120° 59' East)",9.0 meters (29.5 feet)
402,Manila,Barangay 472,0.06%,"1,122","1,179",-4.83%,-1.04%,NULL,coastal,Manila Bay [South China Sea],"14.6142, 120.9944 (14° 37' North, 120° 60' East)",6.5 meters (21.3 feet)
403,Manila,Barangay 473,0.07%,"1,383","1,498",-7.68%,-1.67%,NULL,coastal,Manila Bay [South China Sea],"14.6131, 120.9954 (14° 37' North, 120° 60' East)",6.6 meters (21.7 feet)
404,Manila,Barangay 474,0.09%,"1,655","1,652",0.18%,0.04%,NULL,coastal,Manila Bay [South China Sea],"14.6150, 120.9932 (14° 37' North, 120° 60' East)",8.3 meters (27.2 feet)
405,Manila,Barangay 475,0.09%,"1,664","1,892",-12.05%,-2.67%,NULL,coastal,Manila Bay [South China Sea],"14.6128, 120.9946 (14° 37' North, 120° 60' East)",6.7 meters (22.0 feet)
406,Manila,Barangay 476,0.07%,"1,268","1,145",10.74%,2.17%,NULL,coastal,Manila Bay [South China Sea],"14.6125, 120.9937 (14° 37' North, 120° 60' East)",7.8 meters (25.6 feet)
407,Manila,Barangay 477,0.06%,"1,045",827,26.36%,5.05%,NULL,coastal,Manila Bay [South China Sea],"14.6141, 120.9921 (14° 37' North, 120° 60' East)",7.1 meters (23.3 feet)
408,Manila,Barangay 478,0.06%,"1,129","1,079",4.63%,0.96%,NULL,coastal,Manila Bay [South China Sea],"14.6122, 120.9926 (14° 37' North, 120° 60' East)",7.3 meters (23.9 feet)
409,Manila,Barangay 479,0.12%,"2,307",974,136.86%,19.90%,NULL,coastal,Manila Bay [South China Sea],"14.6110, 120.9926 (14° 37' North, 120° 60' East)",8.0 meters (26.2 feet)
410,Manila,Barangay 48,0.22%,"4,070","4,174",-2.49%,-0.53%,NULL,coastal,Manila Bay [South China Sea],"14.6084, 120.9714 (14° 37' North, 120° 58' East)",6.9 meters (22.6 feet)
411,Manila,Barangay 480,0.04%,810,820,-1.22%,-0.26%,NULL,coastal,Manila Bay [South China Sea],"14.6134, 120.9913 (14° 37' North, 120° 59' East)",8.7 meters (28.5 feet)
412,Manila,Barangay 481,0.05%,"1,004",306,228.10%,28.41%,NULL,coastal,Manila Bay [South China Sea],"14.6127, 120.9906 (14° 37' North, 120° 59' East)",9.7 meters (31.8 feet)
413,Manila,Barangay 482,0.04%,701,874,-19.79%,-4.54%,NULL,coastal,Manila Bay [South China Sea],"14.6175, 120.9895 (14° 37' North, 120° 59' East)",5.8 meters (19.0 feet)
414,Manila,Barangay 483,0.07%,"1,369","1,571",-12.86%,-2.86%,NULL,coastal,Manila Bay [South China Sea],"14.6183, 120.9902 (14° 37' North, 120° 59' East)",7.5 meters (24.6 feet)
415,Manila,Barangay 484,0.10%,"1,777","1,640",8.35%,1.70%,NULL,coastal,Manila Bay [South China Sea],"14.6194, 120.9895 (14° 37' North, 120° 59' East)",6.1 meters (20.0 feet)
416,Manila,Barangay 485,0.07%,"1,337","1,688",-20.79%,-4.79%,NULL,coastal,Manila Bay [South China Sea],"14.6172, 120.9912 (14° 37' North, 120° 59' East)",7.6 meters (24.9 feet)
417,Manila,Barangay 486,0.05%,969,"1,074",-9.78%,-2.14%,NULL,coastal,Manila Bay [South China Sea],"14.6164, 120.9903 (14° 37' North, 120° 59' East)",7.4 meters (24.3 feet)
418,Manila,Barangay 487,0.08%,"1,457","1,474",-1.15%,-0.24%,NULL,coastal,Manila Bay [South China Sea],"14.6162, 120.9922 (14° 37' North, 120° 60' East)",6.0 meters (19.7 feet)
419,Manila,Barangay 488,0.04%,783,915,-14.43%,-3.23%,NULL,coastal,Manila Bay [South China Sea],"14.6153, 120.9913 (14° 37' North, 120° 59' East)",6.5 meters (21.3 feet)
420,Manila,Barangay 489,0.06%,"1,142",921,24.00%,4.63%,NULL,coastal,Manila Bay [South China Sea],"14.6144, 120.9903 (14° 37' North, 120° 59' East)",7.6 meters (24.9 feet)
421,Manila,Barangay 49,0.11%,"2,119","2,052",3.27%,0.68%,NULL,coastal,Manila Bay [South China Sea],"14.6069, 120.9709 (14° 36' North, 120° 58' East)",8.3 meters (27.2 feet)
